year,rcpt,std
2010,KHM,40566590.96300001
2010,KIR,0.0
2010,LAO,6391609.186999999
2010,LBN,311474.37
2010,LBR,15275522.900000002
2010,LBY,0.0
2010,LCA,120519.0
2010,LKA,1179663.9599999997
2010,LSO,47526593.22999998
2010,MAR,7241217.093
2010,MDA,10263928.7
2010,MDG,11141296.49
2010,MDV,709629.9999999999
2010,MEX,6300829.4
2010,MHL,0.0
2010,MKD,1489010.0
2010,MLI,19141852.689999998
2010,MMR,25634150.84699999
2010,MNE,1314189.9999999995
2010,MNG,4239976.923
2010,MOZ,243887979.5974999
2010,MRT,257895.3
2010,MUS,2133201.7700000005
2010,MWI,123504166.17
2010,MYS,64200.62
2010,MYT,0.0
2010,NAM,123234721.3
2010,NER,6462605.459999998
2010,NGA,416802581.9299999
2010,NIC,12288802.199999996
2010,NPL,17186234.670000006
2010,OMN,0.0
2010,PAK,4490771.859999999
2010,PAN,593284.29
2010,PER,12356628.505999995
2010,PHL,9264403.45
2010,PNG,29689474.465699997
2010,PRK,0.0
2010,PRY,6140950.864999999
2010,PSE,2490379.7800000003
2010,RWA,202512672.82
2010,SDN,44981969.614999995
2010,SEN,24877080.765700012
2010,SLB,54936.18
2010,SLE,21457746.610000003
2010,SLV,9651179.439999998
2010,SOM,12487404.18
2010,SRB,3952776.9
2010,STP,109904.67
2010,SUR,865688.2999999999
2010,SWZ,61010642.45299999
2010,SYC,31340.0
2010,SYR,210724.4
2010,TCD,13264431.390000004
2010,TGO,11311047.199999996
2010,THA,41605479.314
2010,TJK,11566614.500000002
2010,TKM,99472.90000000001
2010,TLS,1649833.9329999997
2010,TTO,1847391.16
2010,TUN,4058804.0700000008
2010,TUR,153907.13999999998
2010,TZA,362124126.58
2010,UGA,258890171.90999988
2010,UKR,44227260.809999995
2010,URY,228647.5
2010,UZB,4540386.8029000005
2010,VCT,431392.2
2010,VEN,408810.6199999999
2010,VNM,90283625.82699998
2010,VUT,454081.18
2010,WSM,2094.57
2010,XKX,1490085.0
2010,YEM,5391230.999999999
2010,ZAF,566739227.6890001
2010,ZMB,220965315.318
2010,ZWE,106325656.04100001
2011,AFG,4427172.908999999
2011,AGO,22276966.0
2011,ALB,533864.14
2011,ARG,26240120.729000002
2011,ARM,4571805.210000001
2011,AZE,8379379.710000002
2011,BDI,22843625.419999998
2011,BEN,26618524.646999996
2011,BFA,18011686.117999997
2011,BGD,20466901.761699997
2011,BIH,5981253.155000001
2011,BLR,8525021.73
2011,BLZ,811831.78
2011,BOL,6852848.8633
2011,BRA,5041432.597
2011,BTN,710903.1499999999
2011,BWA,83924873.85460001
2011,CAF,8544435.8117
2011,CHL,260145.43600000002
2011,CHN,92517387.814
2011,CIV,75761348.94170001
2011,CMR,15848501.839099996
2011,COD,64815925.24000001
2011,COG,11185187.222700002
2011,COK,0.0
2011,COL,11372418.181
2011,COM,969687.06
2011,CPV,2358824.0
2011,CRI,121328.23049999999
2011,CUB,8583637.530000001
2011,DJI,2951854.3899999997
2011,DOM,26068602.67
2011,DZA,1002875.2000000001
2011,ECU,4310327.9888
2011,EGY,1369922.515
2011,ERI,8298451.459999999
2011,ETH,387181329.7440001
2011,FJI,727835.7
2011,GAB,2237490.4
2011,GEO,9229371.88
2011,GHA,56529707.077000014
2011,GIN,10539098.0546
2011,GMB,6680823.6946
2011,GNB,6181215.177000001
2011,GNQ,614632.5
2011,GRD,5904.36
2011,GTM,19794745.880200002
2011,GUY,18033675.26
2011,HND,18584627.919700004
2011,HTI,118916817.33
2011,IDN,58444665.058999985
2011,IND,347652373.88299996
2011,IRN,7238294.8
2011,IRQ,8350.518399999999
2011,JAM,17538309.178
2011,JOR,780362.5
2011,KAZ,7356550.769999999
2011,KEN,454346082.7470998
2011,KGZ,9009425.950000001
2011,KHM,64049740.0002
2011,KIR,0.0
2011,KNA,0.0
2011,LAO,10954885.37
2011,LBN,307179.637
2011,LBR,16699504.820000002
2011,LBY,50000.0
2011,LCA,0.0
2011,LKA,4134917.5104999994
2011,LSO,55727380.83099999
2011,MAR,8403619.12
2011,MDA,5250918.48
2011,MDG,8680669.103
2011,MDV,342193.1199999999
2011,MEX,12319610.33
2011,MKD,3915080.0
2011,MLI,18816051.929999996
2011,MMR,22982806.93
2011,MNE,1555810.0
2011,MNG,873272.9601000001
2011,MOZ,242459178.0274999
2011,MRT,727140.5000000001
2011,MUS,1520316.8000000003
2011,MWI,140346087.1774
2011,MYS,1374444.928
2011,NAM,89636134.62699999
2011,NER,13179916.728400001
2011,NGA,384253312.3657
2011,NIC,6478829.346000002
2011,NPL,22172155.533000004
2011,NRU,0.0
2011,PAK,15943461.487500006
2011,PAN,435721.7
2011,PER,5711188.5136
2011,PHL,5395889.797399999
2011,PNG,47205702.89999999
2011,PRK,0.0
2011,PRY,3924320.2716
2011,PSE,457918.09519999987
2011,RWA,208339863.57
2011,SDN,29685031.497999996
2011,SEN,29459845.904999986
2011,SLB,0.0
2011,SLE,16025627.218400003
2011,SLV,6694291.7281
2011,SOM,12579210.39
2011,SRB,3981844.9299999997
2011,SSD,11146617.64
2011,STP,669602.334
2011,SUR,1105246.0000000002
2011,SWZ,64185228.970099986
2011,SYC,0.0
2011,SYR,291717.6999999999
2011,TCD,17269618.592
2011,TGO,12078414.820000004
2011,THA,48529941.1844
2011,TJK,5400134.430000002
2011,TKM,353829.8000000001
2011,TLS,1592559.6746
2011,TON,0.0
2011,TUN,1841484.4100000001
2011,TUR,31827.03
2011,TUV,0.0
2011,TZA,362043962.5076
2011,UGA,272021124.56880003
2011,UKR,50243145.110000014
2011,URY,94313.59999999999
2011,UZB,9071657.81
2011,VCT,180695.0
2011,VEN,502461.06
2011,VNM,122976479.0576
2011,VUT,0.0
2011,WSM,75520.307
2011,XKX,466182.1100000001
2011,YEM,282107.43
2011,ZAF,585431907.1255999
2011,ZMB,298864872.0335
2011,ZWE,89215271.23249999
2012,AFG,4059874.2
2012,AGO,21082778.869999997
2012,ALB,283337.93
2012,ARG,11545921.353
2012,ARM,4567778.499999999
2012,AZE,2099516.5
2012,BDI,20894732.863
2012,BEN,9833507.89
2012,BFA,26009763.079999994
2012,BGD,12097447.197999999
2012,BIH,2922774.2000000007
2012,BLR,6811031.97
2012,BLZ,1642964.7800000003
2012,BOL,1965548.959
2012,BRA,4879859.0671
2012,BTN,356588.67
2012,BWA,72609454.18100002
2012,CAF,5059702.43
2012,CHL,124179.3
2012,CHN,90547212.15879998
2012,CIV,85182438.70799996
2012,CMR,29834916.873
2012,COD,117542561.63
2012,COG,4754622.244000001
2012,COL,2495478.9590000007
2012,COM,705625.4100000001
2012,CPV,272000.0
2012,CRI,14211.5052
2012,CUB,8270000.3
2012,DJI,1533322.693
2012,DOM,29308524.599999998
2012,DZA,309680.0999999999
2012,ECU,1965151.4619999998
2012,EGY,2563187.3389999988
2012,ERI,18106707.669999998
2012,ETH,303368532.193
2012,FJI,1524503.9600000002
2012,GAB,1578500.7600000005
2012,GEO,8651217.299999999
2012,GHA,46091537.162
2012,GIN,9350330.230999999
2012,GMB,5174250.873
2012,GNB,1680219.681
2012,GNQ,56151.0
2012,GRD,7205.76
2012,GTM,13724331.701000001
2012,GUY,12748678.989999996
2012,HND,16486043.769999992
2012,HTI,107655071.02529997
2012,IDN,59749472.8
2012,IND,217850863.01699996
2012,IRN,6487265.250000001
2012,IRQ,1483.2540000000001
2012,JAM,9138197.27
2012,JOR,630000.0
2012,KAZ,8733446.13
2012,KEN,571364116.1920002
2012,KGZ,6645416.0
2012,KHM,29389094.82600001
2012,KIR,0.0
2012,KNA,0.0
2012,LAO,5965593.430000001
2012,LBN,222411.592
2012,LBR,14799952.274000002
2012,LBY,0.0
2012,LCA,0.0
2012,LKA,2333555.5884
2012,LSO,63201447.91
2012,MAR,7085706.8
2012,MDA,5778956.75
2012,MDG,7855833.17
2012,MDV,896940.23
2012,MEX,14239042.299999999
2012,MKD,1592006.2
2012,MLI,33935940.879999995
2012,MMR,29981954.995300006
2012,MNE,821000.0
2012,MNG,1346513.8920000002
2012,MOZ,260260294.9248
2012,MRT,2679572.5890000006
2012,MUS,1771808.9400000002
2012,MWI,162081944.9804001
2012,MYS,1508796.04
2012,NAM,117807200.362
2012,NER,8120184.992000001
2012,NGA,442768298.73
2012,NIC,11982117.272000002
2012,NPL,21307821.761
2012,PAK,5845000.720000001
2012,PAN,1902794.6
2012,PER,6061380.916
2012,PHL,13538573.3768
2012,PNG,71625780.73300004
2012,PRK,0.0
2012,PRY,4443446.72
2012,PSE,3215593.4519999996
2012,RWA,198715245.695
2012,SDN,20346837.758
2012,SEN,17770935.611
2012,SLB,45592.2
2012,SLE,16531818.484999996
2012,SLV,6528376.341
2012,SOM,6840057.429999999
2012,SRB,3681934.6999999997
2012,SSD,20281974.53
2012,STP,384766.09
2012,SUR,164031.5
2012,SWZ,55327916.1148
2012,SYC,243.0
2012,SYR,467910.29
2012,TCD,6802952.948999999
2012,TGO,7332833.943
2012,THA,23951164.595000003
2012,TJK,12809946.399999999
2012,TKM,169600.0
2012,TLS,3230103.941
2012,TUN,1458281.52
2012,TUR,0.0
2012,TUV,0.0
2012,TZA,382159404.811
2012,UGA,320435208.952
2012,UKR,67875675.11
2012,URY,2192697.4
2012,UZB,19261506.29
2012,VCT,0.0
2012,VEN,638735.9
2012,VNM,88686726.156
2012,VUT,1113150.0
2012,WSM,0.0
2012,XKX,993909.66
2012,YEM,601182.72
2012,ZAF,595385619.7820002
2012,ZMB,293927774.2519999
2012,ZWE,202986496.76
2013,AFG,2440781.1780000003
2013,AGO,33421950.620000005
2013,AIA,4343.34
2013,ALB,243451.5
2013,ARG,24617851.5
2013,ARM,3813692.5000000005
2013,AZE,5298483.8
2013,BDI,19631316.725
2013,BEN,10243376.949999997
2013,BFA,40921503.024000004
2013,BGD,20657189.200000003
2013,BIH,7978909.200000001
2013,BLR,7255883.4
2013,BLZ,1610372.18
2013,BOL,9355338.372
2013,BRA,3705686.9
2013,BTN,408590.06
2013,BWA,84779575.47799999
2013,CAF,7425560.3100000005
2013,CHL,126582.9799999999
2013,CHN,22026662.674000002
2013,CIV,87299133.43
2013,CMR,45589774.74400001
2013,COD,97674559.28460002
2013,COG,8011503.8
2013,COK,0.0
2013,COL,14914659.207
2013,COM,510453.00000000006
2013,CPV,2966277.34
2013,CRI,28720.744
2013,CUB,9422041.3
2013,DJI,5196238.212000001
2013,DOM,33495056.599999998
2013,DZA,310436.63
2013,ECU,5976851.957
2013,EGY,1749555.0699999998
2013,ERI,11749078.38
2013,ETH,369362499.19999987
2013,FJI,998826.61
2013,FSM,0.0
2013,GAB,1987430.5000000002
2013,GEO,11311007.979999999
2013,GHA,57788111.409
2013,GIN,14348475.9
2013,GMB,10627792.870000001
2013,GNB,372648.499
2013,GNQ,9220.67
2013,GTM,14817065.299999999
2013,GUY,10239427.24
2013,HND,16479941.399999995
2013,HTI,114471607.01
2013,IDN,66263218.972
2013,IND,261175393.15000004
2013,IRN,4841924.580000001
2013,IRQ,486.704
2013,JAM,15008528.399999999
2013,JOR,70228.87
2013,KAZ,6164564.459999999
2013,KEN,626719360.5099998
2013,KGZ,8094928.599000001
2013,KHM,35508479.378
2013,KIR,6476.01
2013,LAO,9200836.48
2013,LBN,1690.0330000000001
2013,LBR,19054338.03
2013,LBY,42286.200000000004
2013,LKA,4600455.840000002
2013,LSO,57213497.04
2013,MAR,4301180.49
2013,MDA,6615822.7
2013,MDG,7177668.46
2013,MDV,124220.0
2013,MEX,12496273.450000003
2013,MKD,2474130.0
2013,MLI,13196326.5834
2013,MMR,56859489.12630001
2013,MNE,857484.0
2013,MNG,860819.9580000001
2013,MOZ,259393556.10400003
2013,MRT,3230402.973
2013,MUS,1738887.0
2013,MWI,149871119.217
2013,MYS,5447606.08
2013,NAM,91959659.94300002
2013,NER,9704327.014
2013,NGA,583386476.47
2013,NIC,6504959.949999998
2013,NPL,26555169.459999997
2013,NRU,0.0
2013,PAK,4694716.482
2013,PAN,2131567.2
2013,PER,2308050.978
2013,PHL,2433919.272000001
2013,PNG,75385663.39999999
2013,PRK,0.0
2013,PRY,4884554.45
2013,PSE,1283955.04
2013,RWA,147460291.57000005
2013,SDN,18446569.405
2013,SEN,22113808.099
2013,SLB,0.0
2013,SLE,11135705.441000002
2013,SLV,10375080.479999999
2013,SOM,10183320.870000005
2013,SRB,4162548.0
2013,SSD,29468913.700000003
2013,STP,856295.1499999999
2013,SUR,405443.3199999999
2013,SWZ,65697993.85
2013,SYC,0.0
2013,SYR,830186.8500000001
2013,TCD,14834123.19
2013,TGO,13261008.762000006
2013,THA,37988518.57100001
2013,TJK,9137911.980000002
2013,TKM,215450.0
2013,TLS,1740825.6
2013,TUN,2146086.655
2013,TUR,0.0
2013,TZA,475646941.03400016
2013,UGA,337277972.8179999
2013,UKR,63143759.5
2013,URY,1099180.6509999998
2013,UZB,3402578.8700000006
2013,VCT,714.259
2013,VEN,430158.30100000004
2013,VNM,90769135.553
2013,WSM,0.0
2013,XKX,923898.0
2013,YEM,933949.8200000001
2013,ZAF,555538545.7406002
2013,ZMB,283800197.428
2013,ZWE,157060507.688
2014,AFG,2183503.9
2014,AGO,15705810.6
2014,ALB,255664.45500000002
2014,ARG,7202103.78
2014,ARM,3437247.23
2014,AZE,6875132.669999998
2014,BDI,18720973.57
2014,BEN,15828711.299999997
2014,BFA,13032756.92
2014,BGD,16768379.999999996
2014,BIH,4588359.013
2014,BLR,4895264.2
2014,BLZ,184341.97
2014,BOL,3023211.707
2014,BRA,2456346.8
2014,BTN,210935.2699999999
2014,BWA,65118161.51380002
2014,CAF,5856498.960000001
2014,CHL,0.0
2014,CHN,5501230.58
2014,CIV,111752627.54
2014,CMR,35380380.71
2014,COD,58113460.44999999
2014,COG,3449073.91
2014,COL,3967823.382
2014,COM,624539.77
2014,CPV,1304971.5099999998
2014,CRI,36826.7
2014,CUB,2162655.86
2014,DJI,2666820.2800000003
2014,DOM,25616180.100000005
2014,DZA,123383.78
2014,ECU,5315662.03
2014,EGY,435427.88999999996
2014,ERI,19200778.5
2014,ETH,283939572.27
2014,FJI,358008.3
2014,FSM,17680.0
2014,GAB,919645.5
2014,GEO,6861234.65
2014,GHA,23551626.12
2014,GIN,11118023.600000001
2014,GMB,6916776.2
2014,GNB,2253780.2199999997
2014,GNQ,25173.5
2014,GRD,0.0
2014,GTM,11447350.814
2014,GUY,8715194.6
2014,HND,7461439.349
2014,HTI,127154039.93999998
2014,IDN,46772914.90000002
2014,IND,106296141.58
2014,IRN,7015649.68
2014,IRQ,0.0
2014,JAM,5024878.000000002
2014,JOR,72450.0
2014,KAZ,676640.7999999999
2014,KEN,507805421.82
2014,KGZ,6335443.31
2014,KHM,40855347.20800001
2014,KIR,0.0
2014,LAO,7537306.670000001
2014,LBN,168166.6999999999
2014,LBR,7198821.500000001
2014,LBY,28173.0
2014,LCA,0.0
2014,LKA,1214530.7470000004
2014,LSO,45944285.971
2014,MAR,8416029.190000001
2014,MDA,8464794.761
2014,MDG,3738973.03
2014,MDV,35604.799999999996
2014,MEX,654036.8
2014,MHL,984000.0
2014,MKD,1207297.6972
2014,MLI,32201760.74
2014,MMR,40604638.919
2014,MNE,818732.0
2014,MNG,906944.692
2014,MOZ,312840280.7470001
2014,MRT,1304001.1600000001
2014,MUS,1848565.47
2014,MWI,156917102.42700005
2014,MYS,2739560.0
2014,NAM,78756730.32
2014,NER,5214255.819999999
2014,NGA,441864800.7199998
2014,NIC,6012724.866000001
2014,NIU,0.0
2014,NPL,20747505.285000004
2014,NRU,0.0
2014,PAK,8094472.189999998
2014,PAN,968107.0
2014,PER,3636693.63
2014,PHL,3204722.4669999997
2014,PNG,81944948.8
2014,PRK,16306.399999999998
2014,PRY,4070303.72
2014,PSE,68097.88
2014,RWA,190374727.50800005
2014,SDN,11817673.485
2014,SEN,15215953.929999998
2014,SLB,200000.0
2014,SLE,17743402.299999997
2014,SLV,1646179.39
2014,SOM,5995246.700000002
2014,SRB,1321559.9999999998
2014,SSD,15987501.899999999
2014,STP,631707.8
2014,SUR,9083.46
2014,SWZ,44956095.70000001
2014,SYC,0.0
2014,SYR,1322174.1
2014,TCD,10665848.12
2014,TGO,12451721.389999999
2014,THA,25539287.300000004
2014,TJK,5502810.828000001
2014,TKM,220198.99999999988
2014,TLS,3561807.4000000004
2014,TON,0.0
2014,TUN,1883788.05
2014,TUR,12048.459999999899
2014,TZA,442949947.999
2014,UGA,318304591.1600001
2014,UKR,52553176.59
2014,URY,429276.4
2014,UZB,7814543.54
2014,VCT,0.0
2014,VEN,214312.68
2014,VNM,63011258.897
2014,VUT,0.0
2014,WSM,44789.700000000004
2014,XKX,1326818.486
2014,YEM,607334.3300000001
2014,ZAF,590115271.7099999
2014,ZMB,316097516.7699999
2014,ZWE,176246020.42000002
2015,AFG,4160726.2890000003
2015,AGO,15820789.920000006
2015,ALB,43837.113
2015,ARG,6634156.480000001
2015,ARM,1044794.1000000001
2015,AZE,2407411.7199999997
2015,BDI,20467073.28000001
2015,BEN,12497878.109999998
2015,BFA,15097589.780000001
2015,BGD,11286668.691
2015,BIH,3114740.6405
2015,BLR,4998606.6863
2015,BLZ,959383.0
2015,BOL,5440734.5055
2015,BRA,2186885.685
2015,BTN,1076583.21
2015,BWA,49256476.31000001
2015,CAF,2079307.5900000003
2015,CHL,10467.0
2015,CHN,3335308.5500000003
2015,CIV,66245852.0676
2015,CMR,39078517.81000001
2015,COD,76733368.65000002
2015,COG,4497064.430000001
2015,COK,9000.0
2015,COL,6326993.65
2015,COM,478090.95
2015,CPV,486931.0
2015,CRI,943771.0
2015,CUB,7135789.709
2015,DJI,2746714.18
2015,DOM,14381091.219999997
2015,DZA,277563.79999999993
2015,ECU,4784781.45
2015,EGY,734937.165
2015,ERI,3808130.6599999997
2015,ETH,237756519.987
2015,FJI,660857.6000000002
2015,FSM,0.0
2015,GAB,713389.36
2015,GEO,8498900.33
2015,GHA,36440125.47
2015,GIN,12900038.82
2015,GMB,4162022.7799999984
2015,GNB,729551.22
2015,GNQ,268281.8299999999
2015,GRD,0.0
2015,GTM,12594399.513999995
2015,GUY,5901211.5
2015,HND,6017906.294
2015,HTI,97581198.20000002
2015,IDN,40181517.940000005
2015,IND,190397458.71100003
2015,IRN,6597989.634
2015,IRQ,10220.419999999998
2015,JAM,6965692.8
2015,JOR,0.0
2015,KAZ,4554049.92
2015,KEN,464164591.01699966
2015,KGZ,7149145.319999999
2015,KHM,30037270.691000007
2015,KIR,0.0
2015,LAO,5840475.77
2015,LBN,187129.81
2015,LBR,8597657.839999996
2015,LBY,0.0
2015,LCA,0.0
2015,LKA,294209.094
2015,LSO,41435843.59
2015,MAR,1878743.97
2015,MDA,811826.2719999999
2015,MDG,3484124.939999999
2015,MDV,134027.93999999992
2015,MEX,85939.72
2015,MHL,4000.0
2015,MKD,3001538.6505
2015,MLI,17739563.959999986
2015,MMR,26925296.8946
2015,MNE,0.0
2015,MNG,2179228.14
2015,MOZ,211978133.94300008
2015,MRT,1583362.8900000004
2015,MUS,348984.77
2015,MWI,157579895.01399997
2015,MYS,1132565.6099999999
2015,NAM,57546389.46000003
2015,NER,9486097.89
2015,NGA,360624795.17999995
2015,NIC,5387376.672999999
2015,NIU,5000.0
2015,NPL,21541661.617
2015,NRU,0.0
2015,PAK,19298884.027299993
2015,PAN,62103.7399999999
2015,PER,1154994.82
2015,PHL,3978547.6740000015
2015,PLW,0.0
2015,PNG,47803994.099999994
2015,PRK,39811.600000000006
2015,PRY,2796470.4450000003
2015,PSE,785523.8999999999
2015,RWA,118507821.00000001
2015,SDN,5812003.650000002
2015,SEN,15581492.798633995
2015,SLB,0.0
2015,SLE,6386884.380000002
2015,SLV,8510874.594999997
2015,SOM,6485179.776000001
2015,SRB,13880.717
2015,SSD,26858130.4
2015,STP,605560.4
2015,SUR,1237356.9999999998
2015,SWZ,41342069.01999999
2015,SYC,22001.81
2015,SYR,27195.07
2015,TCD,10999401.080000004
2015,TGO,8722114.7513
2015,THA,2237107.9540000004
2015,TJK,5235472.840000001
2015,TKL,4375.99
2015,TKM,378665.39
2015,TLS,776545.0900000001
2015,TON,1950.0
2015,TUN,1855226.8
2015,TUR,299949.3430000001
2015,TUV,0.0
2015,TZA,271129791.70600003
2015,UGA,301277141.7869999
2015,UKR,25973753.712
2015,URY,50370.21
2015,UZB,4165879.7800000003
2015,VCT,0.0
2015,VEN,321734.26
2015,VNM,52066398.103
2015,VUT,0.0
2015,WLF,0.0
2015,WSM,15972.0
2015,XKX,896915.3805
2015,YEM,627298.01
2015,ZAF,336994063.6876001
2015,ZMB,162876677.9470001
2015,ZWE,264767017.78499994
2016,AFG,4019007.5900000003
2016,AGO,29717435.84
2016,ALB,14368.4
2016,ARG,3418805.98
2016,ARM,1986220.0
2016,ATG,0.0
2016,AZE,3109958.0900000003
2016,BDI,19555494.500000007
2016,BEN,15252829.200000001
2016,BFA,12660948.85
2016,BGD,8420035.19
2016,BIH,503600.00000000006
2016,BLR,3061735.6900000004
2016,BLZ,56491.100000000006
2016,BOL,4202031.2
2016,BRA,3406781.1699999995
2016,BTN,345929.0
2016,BWA,60494413.620000005
2016,CAF,2975823.3000000007
2016,CHL,765.0
2016,CHN,4041314.9499999993
2016,CIV,116050655.09999996
2016,CMR,53339419.52
2016,COD,114437756.50999996
2016,COG,5503928.3
2016,COK,8014.44
2016,COL,3378534.3000000003
2016,COM,1366357.5799999998
2016,CPV,11810.3499999999
2016,CRI,1743621.9999999998
2016,CUB,6400824.9
2016,DJI,1600308.0999999999
2016,DOM,16301722.000000002
2016,DZA,240438.9999999999
2016,ECU,2054944.21
2016,EGY,387602.95
2016,ERI,8967911.000000002
2016,ETH,263904671.09000003
2016,FJI,542358.7
2016,GAB,712648.72
2016,GEO,4193991.1
2016,GHA,33383628.29999999
2016,GIN,22657093.62
2016,GMB,3995660.7
2016,GNB,5679148.34
2016,GNQ,266535.5
2016,GRD,0.0
2016,GTM,10875096.42
2016,GUY,5908727.75
2016,HND,9536480.0
2016,HTI,90636012.5
2016,IDN,40075689.51
2016,IND,91599485.24000001
2016,IRN,4084912.9
2016,IRQ,29074.0
2016,JAM,9745042.0
2016,JOR,0.0
2016,KAZ,1991447.4
2016,KEN,543722354.0
2016,KGZ,3208375.73
2016,KHM,23955200.470000003
2016,KIR,0.0
2016,LAO,5425877.2
2016,LBN,126154.70000000001
2016,LBR,8172441.33
2016,LBY,16248.300000000001
2016,LCA,0.0
2016,LKA,2249368.7399999998
2016,LSO,48622270.86999998
2016,MAR,6020767.3500000015
2016,MDA,4158740.000000001
2016,MDG,6208256.009999998
2016,MDV,37201.6
2016,MEX,18040.3
2016,MHL,0.0
2016,MKD,962362.3999999999
2016,MLI,23681255.610000003
2016,MMR,62061604.69000002
2016,MNE,0.0
2016,MNG,1251506.9000000001
2016,MOZ,331925472.79
2016,MRT,2128242.38
2016,MUS,469436.3
2016,MWI,124372394.72999999
2016,MYS,1039608.2
2016,NAM,64419727.52999997
2016,NER,5800568.1
2016,NGA,345153957.41
2016,NIC,12588802.176999997
2016,NPL,13854176.499999998
2016,PAK,10651079.940000001
2016,PAN,4411.9999999999
2016,PER,4480885.899999999
2016,PHL,3185730.000000001
2016,PNG,50619832.35000001
2016,PRK,33577.799999999996
2016,PRY,2057823.0
2016,PSE,4019.04
2016,RWA,111603771.57000001
2016,SDN,12598699.399999999
2016,SEN,12682260.17
2016,SLB,753242.14
2016,SLE,14149123.129999999
2016,SLV,4718431.07
2016,SOM,8384191.499999998
2016,SRB,160083.16
2016,SSD,14770671.5
2016,STP,421532.2
2016,SUR,19428.1
2016,SWZ,74435062.82000002
2016,SYC,26606.600000000002
2016,SYR,579466.6999999998
2016,TCD,10161070.84
2016,TGO,1905168.87
2016,THA,1752861.3399999994
2016,TJK,8068044.609999999
2016,TKL,3000.0
2016,TKM,240279.0
2016,TLS,1152418.9000000001
2016,TON,10000.0
2016,TUN,2323063.78
2016,TUR,12362.16
2016,TZA,438503610.6100001
2016,UGA,388405633.72999996
2016,UKR,22998517.903000005
2016,URY,34255.1
2016,UZB,9302420.18
2016,VCT,0.0
2016,VEN,56591.97
2016,VNM,56345474.19999999
2016,VUT,5639.67
2016,WSM,479817.79999999993
2016,XKX,848586.8999999999
2016,YEM,396818.85
2016,ZAF,471901428.22
2016,ZMB,221889752.03999996
2016,ZWE,208334395.48000002
2017,AFG,5821483.609999999
2017,AGO,23267459.22
2017,ALB,18377.6199999999
2017,ARG,5223481.46
2017,ARM,1390773.23
2017,ATG,6389.99
2017,AZE,2568800.4699999997
2017,BDI,36073345.14
2017,BEN,16256402.58
2017,BFA,15639704.7
2017,BGD,10501726.390000002
2017,BIH,0.0
2017,BLR,4451338.120000001
2017,BLZ,54706.6
2017,BOL,2031206.5399999998
2017,BRA,4793968.17
2017,BTN,392942.2700000001
2017,BWA,50717127.72
2017,CAF,2044399.3900000001
2017,CHL,36649.52
2017,CHN,3075264.0
2017,CIV,148164169.6
2017,CMR,91733053.10000001
2017,COD,144979405.52000004
2017,COG,8734730.610000001
2017,COL,1738168.3
2017,COM,833806.2000000002
2017,CPV,10884.980000000001
2017,CRI,1179982.47
2017,CUB,5057140.159999999
2017,DJI,2137876.3000000003
2017,DMA,348800.0
2017,DOM,25465565.78000001
2017,DZA,1231559.1800000002
2017,ECU,1340754.9959999998
2017,EGY,742058.64
2017,ERI,7439491.6
2017,ETH,241562826.01000005
2017,FJI,344220.6
2017,GAB,775990.0000000001
2017,GEO,5788344.13
2017,GHA,58641281.78999998
2017,GIN,14039631.41
2017,GMB,4608439.449999999
2017,GNB,4501276.77
2017,GNQ,224200.0
2017,GRD,3115.0
2017,GTM,8199503.290000001
2017,GUY,5452050.300000001
2017,HND,5049205.000000002
2017,HTI,87035546.44999999
2017,IDN,80395295.80000001
2017,IND,53092476.25800001
2017,IRN,4786990.809999999
2017,IRQ,274436.8
2017,JAM,11680326.73
2017,JOR,15927.0
2017,KAZ,2688888.0
2017,KEN,569510285.79
2017,KGZ,703964.94
2017,KHM,26915150.40000001
2017,KIR,0.0
2017,LAO,4501074.399999999
2017,LBN,44590.5499999999
2017,LBR,6542841.13
2017,LBY,2983.0
2017,LCA,0.0
2017,LKA,2545429.7520000003
2017,LSO,64810747.85
2017,MAR,4704490.42
2017,MDA,4248887.65
2017,MDG,6348335.819999999
2017,MDV,16437.4
2017,MEX,19515.88
2017,MKD,740416.3400000001
2017,MLI,24357183.22
2017,MMR,61440615.938
2017,MNE,0.0
2017,MNG,1905829.4
2017,MOZ,402367012.45299995
2017,MRT,504882.4000000001
2017,MUS,2194393.7700000005
2017,MWI,126301688.98199996
2017,MYS,591357.0
2017,NAM,88594019.49999999
2017,NER,7573070.169999999
2017,NGA,348199426.7100001
2017,NIC,7348057.800000001
2017,NIU,5000.0
2017,NPL,16835483.6
2017,PAK,13545773.100000001
2017,PAN,98345.2
2017,PER,3962375.6
2017,PHL,8395673.9
2017,PNG,20013352.2
2017,PRK,66990.8
2017,PRY,2178695.1999999997
2017,PSE,84249.0
2017,RWA,115732856.56999998
2017,SDN,4353961.89
2017,SEN,14024467.879000004
2017,SLB,16512.6
2017,SLE,16354385.359999998
2017,SLV,7044871.05
2017,SOM,7950506.1499999985
2017,SRB,77120.0
2017,SSD,38959575.19000001
2017,STP,480453.34
2017,SUR,39844.309999999896
2017,SWZ,81032971.71999998
2017,SYC,32936.2
2017,SYR,0.0
2017,TCD,11158988.399999999
2017,TGO,15135103.81
2017,THA,1217359.4799999997
2017,TJK,8401550.29
2017,TKM,13069.9999999999
2017,TLS,1599706.01
2017,TUN,3892083.2199999997
2017,TUR,56780.18
2017,TZA,484403413.35000014
2017,UGA,389258567.9
2017,UKR,32575359.200000014
2017,URY,13342.9
